"","x"
"173",72.2156919734499
"174",66.5558813786356
"175",71.1984544042332
"176",67.1367177014827
"177",74.066285221557
"178",69.204029985056
"179",76.3108412601822
"180",77.1107395367126
"181",75.4523926965521
"182",69.9494627193726
"183",72.3752764542519
"184",68.7069598261529
"185",73.0131892120316
"186",68.2567012780031
"187",70.1520347794097
"188",68.2010971410311
"189",63.6106013835303
"190",69.1256345276742
"191",72.5526688718816
"192",71.4682774571969
"193",67.5716689245711
"194",67.8625829100981
"195",71.8750271409803
"196",64.1422967504725
"197",67.3202600637931
"198",69.3193940746951
"199",75.9958536228349
"200",70.0385776736841
"201",70.3482697612901
"202",72.4892097530182
"203",70.8492426509479
"204",71.7305789467666
"205",66.3434122522585
"206",70.7213218686009
"207",67.3985880989839
"208",69.8738250616668
"209",71.2105085692371
"210",68.6929253559413
"211",75.5113674669657
"212",73.7847815594435
"213",68.836425233091
"214",74.5197354032744
"215",69.6619483625888
"216",71.5364950067101
"217",66.0733327468572
"218",68.3468958408753
"219",67.9590790114216
"220",73.9874912018503
"221",70.7504830162642
"222",76.1325570292917
"223",69.528428663435
"224",69.8505645230613
"225",67.1712377617113
"226",72.0908017307493
"227",67.9943180593967
"228",75.5042506958353
"229",69.1968571752399
"230",69.294553222721
"231",69.2067945094824
"232",68.8826103106461
"233",69.6753294586
"234",76.5324392414899
"235",64.4353078139449
"236",73.8617200504585
"237",72.6677688355118
"238",73.5152301810252
"239",73.5862752087417
"240",66.7768227423715
"241",72.1991977963661
"242",67.055335332409
"243",71.1653840821879
"244",75.2029101142052
"245",72.3898198964477
"246",69.6496343501768
"247",72.7166820158479
"248",67.9658931828363
"249",69.9343388483381
"250",68.4004373370746
"251",73.4154426154802
"252",74.9905504086141
"253",68.3756462739139
"254",69.0206312653524
"255",68.0319731851505
"256",67.1639623606839
"257",71.8900558566279
"258",70.4640195503089
"259",68.7503507147804
"260",74.4300671166772
"261",67.5091184732167
"262",69.4929575910154
"263",72.5627881978592
"264",68.285232274479
"265",69.4469764773912
"266",64.9432729341591
"267",70.228038293394
"268",68.8961383344805
"269",71.4945768352771
"270",66.3762712192467
"271",73.8866571764621
"272",73.985774471506
"273",71.6168991788269
"274",74.55758352186
"275",63.0699169042391
"276",71.8776386118991
"277",71.5612260016943
"278",73.8018679744706
"279",73.0191464585076
"280",73.6261851235805
"281",76.0394433229762
"282",70.1070747015194
"283",73.9262714713276
"284",73.9784427641872
"285",67.4898219743134
"286",72.1836761115156
"287",72.9784479528783
"288",68.5858420935179
"289",70.1661437137147
"290",74.5576409379905
"291",73.5256838282017
"292",75.0556196836795
"293",76.6103395902731
"294",71.3788687038212
"295",69.9847151134672
"296",73.4245835334746
"297",70.5309526004257
"298",68.9616891992337
"299",68.4105666625191
"300",65.435411942306
"301",69.5921202745944
"302",66.2698858977329
"303",61.5817553628246
"304",73.1238566435922
"305",68.0963004738238
"306",72.9979545661098
"307",73.4668922157073
"308",67.7617319002111
"309",69.7334725783707
"310",72.4725308336281
"311",72.5468134302307
"312",70.4928511528118
"313",69.763378072016
"314",69.6091320545099
"315",72.4013978442598
"316",69.3923295940948
"317",75.1361977155524
"318",71.260645966799
"319",68.1289791116142
"320",67.8618522506435
"321",69.8203426229684
"322",69.386019565424
"323",70.6750238984612
"324",70.7538644378415
"325",66.0071462221895
"326",71.7776577375732
"327",71.0102026878638
"328",71.2538027247693
"329",67.597009419266
"330",69.7332860015937
"331",69.5272152761888
"332",65.4760746443848
"333",69.0482803992577
"334",69.6478849295801
"335",69.7725216180987
"336",70.6096794843634
"337",69.3776894443247
"338",73.4006843546277
"339",71.9063991355998
"340",66.3114244362923
"341",67.4754002029776
"342",64.1272972117006
"343",64.7921944032443
"344",71.7599204996505
"345",74.5976777120303
"346",68.3395677947845
"347",75.2949991134647
"348",69.2595635359652
"349",72.9346729226669
"350",70.8128012104941
"351",68.8778791180628
"352",72.1885941715029
"353",68.9741103504565
"354",74.5220938943873
"355",71.205737789687
"356",74.9725149697442
"357",75.2721814451508
"358",66.6195370039131
"359",65.8135857880511
"360",68.5878840432149
"361",70.1838194497974
"362",68.8150162514589
"363",70.4335359165405
"364",66.7955291931618
"365",71.3940929047731
"366",66.525140176785
"367",68.5067203394748
"368",70.4015182030827
"369",72.5733197379916
"370",68.7240480997658
"371",73.4736148273815
"372",64.8389732608412
"373",73.5385907106111
"374",71.2776797616333
"375",71.0393277393886
"376",66.4739068480333
"377",71.0751596119664
"378",70.4589003180211
"379",69.4058670504895
"380",65.9215143828688
"381",72.1592617038041
"382",70.3089642502381
"383",72.5009760167238
"384",70.9563697793083
"385",75.894651345412
"386",66.6415149715181
"387",66.5515410784442
"388",64.7151606818961
"389",69.6578109407649
"390",71.535431280042
"391",69.5455231983497
"392",66.1060194499401
"393",72.7029631820514
"394",71.8656206035569
"395",70.9027051165291
"396",73.5822444860718
"397",71.3812480336993
"398",67.0049876144505
"399",71.3532090011456
"400",66.237023807259
"401",71.9597841059181
"402",69.9525242843234
"403",70.107884911321
"404",64.1080162421393
"405",71.3730016617549
"406",70.1741317757369
"407",69.384003081682
"408",72.7854605759662
"409",72.1926864499914
"410",71.7533676754648
"411",73.3802462303764
"412",72.7850424739112
"413",68.1626190013109
"414",73.2490066813156
"415",64.2615952264222
"416",76.8407712210201
"417",69.4176242302199
"418",70.6936063527302
"419",70.6677161009139
"420",68.6616599084323
"421",71.3659430745991
"422",71.3283521705325
"423",72.4442161784874
"424",68.5639705673844
"425",68.2865529209948
"426",69.7621823724715
"427",65.8602694382825
"428",69.5021459601554
"429",69.7861323768871
"430",69.0769522381603
"431",74.7793432243187
"432",71.8290105362096
"433",66.8540745378808
"434",69.4814809024499
"435",65.0766276284568
"436",70.1174070282356
"437",72.324047255123
"438",65.887756823985
"439",68.4386292950864
"440",72.6779557092251
"441",73.3441508447006
"442",68.9661903726875
"443",67.8748837697965
"444",68.9041596727952
"445",70.0550584283017
"446",70.2268945629355
"447",70.0975430818054
"448",71.5907186618809
"449",69.07151994757
"450",73.2867857992866
"451",69.4650270317243
"452",68.6042499111298
"453",66.4843739244628
"454",66.7680443626245
"455",71.0014217991311
"456",69.710718468338
"457",69.4418007394726
"458",65.4113364860996
"459",73.4519635535414
"460",68.092397056044
"461",78.4710818446448
"462",73.171574931993
"463",68.2596999806573
"464",69.9476240495898
"465",69.1407908908273
"466",70.8511032981407
"467",72.8272901717313
"468",71.8263960065709
"469",65.680649837965
"470",73.378001975202
"471",64.5762612533348
"472",66.2005098117073
"473",73.4234205015071
"474",73.1790794108425
"475",69.6243345448979
"476",64.8883027252451
"477",68.5384682630467
"478",68.4361686102726
"479",69.5170781106109
"480",70.4945110388279
"481",72.9362716740319
"482",67.7755887835094
"483",70.2712672455823
"484",69.2776630564668
"485",75.2694216671326
"486",70.2185570276196
"487",73.2097002279686
"488",66.7220900102057
"489",65.9936610105385
"490",68.5633400583461
"491",66.9332094882015
"492",70.1712903429213
"493",74.6105955622973
"494",65.4478057611906
"495",72.3466738057265
"496",71.7635677657074
"497",77.7833086298889
"498",67.3127708062164
"499",68.5148163985093
"500",75.0169903224965
"501",74.9904419780582
"502",70.5044443273512
"503",67.746191883195
"504",67.7865450310035
"505",70.2579553341692
"506",63.490033034957
"507",71.6954622008281
"508",72.950599551934
"509",72.6465309117523
"510",72.8153624332924
"511",71.1134296987243
"512",70.8960619790335
"513",66.9534215038444
"514",70.8237968530446
"515",66.3859937789382
"516",66.2927277511721
"517",68.3803307888299
"518",70.9879279667543
"519",69.3723265055897
"520",62.5633836072494
"521",65.7748339441235
"522",69.4608491222879
"523",70.4170124056466
"524",71.995402127198
"525",70.8311004565431
"526",65.7723837957472
"527",70.7397585438972
"528",68.9338689664186
"529",71.4280850967495
"530",70.7517952793494
"531",68.2175253034047
"532",66.630786757558
"533",67.1743260168959
"534",73.1003406493906
"535",70.5718959195812
"536",69.7675132674696
"537",68.6787581830981
"538",73.4142711106522
"539",64.9867361632713
"540",70.5572526662162
"541",71.4229371678352
"542",78.767828259217
"543",73.4437138414026
"544",71.9614578018857
"545",68.7756475219454
"546",73.9693071040345
"547",67.4374352955031
"548",64.5991904133239
"549",72.1406833863083
"550",70.6235350453125
"551",69.0751006945703
"552",71.7625447603073
"553",66.3509156504114
"554",73.8818937553912
"555",70.8718406691836
"556",71.7359509561899
"557",64.4740687149135
"558",72.8403182691085
"559",60.8463909479901
"560",71.8389392793967
"561",66.9605676893128
"562",69.6579408042904
"563",70.5404377966805
"564",67.9456456126551
"565",71.0093781822015
"566",70.4677620297697
"567",71.2048582704258
"568",69.3283679206526
"569",71.2028130229524
"570",65.9026211816497
"571",66.5044792659232
"572",71.9995555025879
"573",76.0226540341917
"574",76.3307554629655
"575",70.3854767951026
"576",70.4682359885315
"577",68.9796463013858
"578",71.6926384670413
"579",69.5915185882175
"580",68.1721507732028
"581",68.136691781883
"582",67.0381101693555
"583",66.0546886332556
"584",72.7104563291299
"585",76.1399632074429
"586",70.9794789589292
"587",72.6879322182387
"588",70.2934983500569
"589",63.6313183153518
"590",69.0929109562186
"591",69.3796601945749
"592",72.197189206021
"593",66.1643288027291
"594",71.4766610881437
"595",72.7014651437443
"596",68.8675254993253
"597",70.373493646054
"598",72.5400617325293
"599",65.4355410158066
"600",70.8406954900226
"601",65.9910830383497
"602",72.0875425267081
"603",66.4272371942956
"604",69.3090075378504
"605",66.1376637050017
"606",68.0256048749989
"607",67.2263651134645
"608",69.9868624318398
"609",72.8867500572289
"610",71.354525788288
"611",63.4692459306136
"612",73.1860922895175
"613",66.1681221521253
"614",70.9737793453053
"615",71.7975010621927
"616",65.0751227138068
"617",70.3500510202927
"618",71.3036898028987
"619",72.4855761754211
"620",69.6585645588938
"621",72.7016665777985
"622",67.90057827626
"623",73.2547230913869
"624",68.6016561914524
"625",66.4113514118506
"626",69.8400157468797
"627",67.9200457293609
"628",69.19034787458
"629",72.5976137746601
"630",70.6242170005988
"631",68.4256293848866
"632",70.7088523652596
"633",69.1212571626978
"634",69.4125959616993
"635",73.3135761317101
"636",74.0713735189338
"637",69.3105183899038
"638",77.2085843707616
"639",75.5069807414597
"640",69.4618098475846
"641",75.1649769107161
"642",68.6290242276371
"643",70.9058585016948
"644",68.9004950678689
"645",70.9071668932926
"646",67.9146783660512
"647",69.8280187041708
"648",67.847848561314
"649",66.9344466052252
"650",70.4877450057781
"651",66.911484821584
"652",68.2919895035873
"653",69.3630108788214
"654",72.2656845394155
"655",71.6991812076394
"656",73.2541399406257
"657",70.0326299674022
"658",72.2062075147484
"659",63.9900787025547
"660",68.4190246420635
"661",66.8143445277309
"662",70.3263978788813
"663",72.769478376638
"664",69.7719832993754
"665",65.8573675657574
"666",70.4325825058964
"667",70.6744290440516
"668",72.1220319273428
"669",69.3518738824972
"670",71.0699512454819
"671",73.0973251416761
"672",73.9603821196077
"673",68.7697012123031
"674",69.4553206951123
"675",72.0843870619489
"676",68.6952756905063
"677",67.904675570305
"678",63.7498088264185
"679",67.0435288803018
"680",68.7737154132355
"681",68.2399995510285
"682",64.359340561996
"683",73.0843972858382
"684",72.0331257652946
"685",67.6791768254775
"686",73.3150567052221
"687",71.8362906338418
"688",67.7802396903777
"689",68.5611606903
"690",68.1669598891423
"691",67.6565097818708
"692",73.7797801792755
"693",70.2006099455878
"694",67.1004241147512
"695",67.3880766189121
"696",72.0002166291461
"697",75.1647710431166
"698",72.6062273391218
"699",72.9678234533451
"700",72.5898063466039
"701",67.8980618936914
"702",69.0822431111369
"703",69.1775465361447
"704",71.5193068131213
"705",68.2376201490843
"706",69.1906029005617
"707",76.3976387078691
"708",71.0809988645937
"709",66.5823029680743
"710",67.9884066378584
"711",74.8121087273223
"712",71.8205916074872
"713",73.3419452867621
"714",66.9380699735777
"715",71.2241984892991
"716",71.4778367923971
"717",74.4365023939789
"718",72.2054659461276
"719",73.0814786391685
"720",71.4336926813183
"721",71.7496923136876
"722",73.4054786756326
"723",67.4867683811176
"724",72.6288397826858
"725",71.9913227490934
"726",73.3548953407597
"727",72.4980988819654
"728",71.9414589355901
"729",70.5204697579979
"730",68.7979749059469
"731",68.2095134858088
"732",72.4366880934201
"733",69.6995451440198
"734",71.7669264854212
"735",67.6392120962229
"736",68.8902071640015
"737",67.0106281157166
"738",69.762597966421
"739",71.1338937014754
"740",68.1616098420507
"741",64.7844885797532
"742",64.907958586259
"743",69.2561929742161
"744",71.4295164099264
"745",75.4879136038384
"746",67.1312952806021
"747",70.6887405056639
"748",71.0977558700591
"749",69.0590594150836
"750",68.943257890906
"751",64.8020856130918
"752",71.8464842850696
"753",70.44366566511
"754",68.0019871686764
"755",72.355715898616
"756",67.6648383626054
"757",69.3850430706307
"758",66.9987009820156
"759",73.0968234739778
"760",76.5181076889691
"761",67.0186667617989
"762",65.491964347241
"763",72.184173595431
"764",61.7262077397017
"765",69.0850660566181
"766",74.8516098227164
"767",68.8432576850641
"768",67.3664425334223
"769",70.8276581507013
"770",67.1503567915394
"771",68.7341887556517
"772",70.9368915344978
"773",69.8402065599742
"774",65.976695030004
"775",68.4831666205958
"776",68.0534599153991
"777",69.1147190325911
"778",74.3163507333869
"779",74.2973080924192
"780",67.3725445508436
"781",68.0769647979493
"782",68.5292541803937
"783",71.5444762334975
"784",68.1387827449474
"785",67.6108831848101
"786",66.131237465451
"787",72.1190727078999
"788",73.6318859271867
"789",69.4678922169124
"790",70.5121627376102
"791",72.5421095798685
"792",72.4100027026227
"793",72.0727857462831
"794",71.4517546879498
"795",69.9737939921299
"796",67.0955326293635
"797",69.0846371643532
"798",69.7015130480245
"799",66.8050325019135
"800",72.6383991410451
"801",64.9961816857927
"802",67.549246610957
"803",66.9484368552683
"804",68.5711841843609
"805",69.6108319420274
"806",70.6073124297178
"807",71.9167097740901
"808",66.56362143237
"809",72.0145254639274
"810",71.4358366770977
"811",64.6474003744928
"812",70.6321702895122
"813",69.5418433925713
"814",69.9136547154651
"815",64.5606694137714
"816",72.9815589185656
"817",71.2180994328435
"818",69.6670122631247
"819",67.2059016209063
"820",72.534697192222
"821",68.9915806594343
"822",66.0720930229479
"823",71.2979546520916
"824",70.7307783442749
"825",64.0845736424168
"826",73.5682543052485
"827",75.7973500403378
"828",68.9125722332725
"829",68.6187382104966
"830",72.8365927520623
"831",68.5068309598471
"832",62.4059287063553
"833",74.3799077209602
"834",65.2673791713995
"835",66.8732295281961
"836",66.4588468969191
"837",71.1652582500188
"838",69.9714162802955
"839",75.277559736088
"840",75.4859603001686
"841",72.2503433182812
"842",67.4967668946152
"843",69.6815877123234
"844",67.0569138981936
"845",70.0813482561858
"846",78.5220954065105
"847",71.9517585615684
"848",67.0975265020961
"849",66.3411954980364
"850",72.9199387310928
"851",72.1315680476302
"852",74.5070118483839
"853",73.2640605360041
"854",74.7985420665742
"855",71.1645307385932
"856",68.0911078664614
"857",68.7495696045616
"858",67.6964952392299
"859",67.166227611218
"860",71.3829671332529
"861",69.598961746255
"862",73.5322514583663
"863",72.2627497368275
"864",67.6567822736188
"865",72.1310986370897
"866",71.2293395285664
"867",72.1551160238063
"868",68.1026976466103
"869",68.6151819860413
"870",71.5737239229117
"871",68.1323065072678
"872",72.6964467043287
"873",73.3455205875501
"874",64.8495013343646
"875",67.7423286034896
"876",69.7716607848195
"877",78.5900074075162
"878",67.9841935588936
"879",64.8202990737231
"880",70.2628402122765
"881",68.9144883910961
"882",68.9689484674844
"883",72.2663700804764
"884",68.7582256407829
"885",65.6999182421894
"886",70.3114949751141
"887",72.6543711500664
"888",63.7129311210868
"889",71.8498732662021
"890",70.0579897191512
"891",64.9828015624304
"892",68.8781274646818
"893",68.0203368426648
"894",67.1840531515815
"895",71.8428077259757
"896",72.4579837513439
"897",71.0683867788846
"898",63.2958892008008
"899",70.4216620581323
"900",72.2726316276534
"901",69.4600583081004
"902",70.1878986439786
"903",75.0030514404753
"904",65.0024599067852
"905",68.5710622788267
"906",73.9770523160589
"907",72.5604311420862
"908",68.9690865514506
"909",64.868011494449
"910",70.5726953974352
"911",72.1218931293714
"912",74.0704420373034
"913",67.8863406693891
"914",74.1020304011769
"915",67.5771876905387
"916",69.1979779174984
"917",69.2922636461099
"918",73.9069907066314
"919",66.9926904426162
"920",69.6824149222705
"921",69.2330296330892
"922",71.5133935218863
"923",71.3066744627425
"924",64.8082014249973
"925",73.8954721553188
"926",72.7870082756691
"927",68.4859655720079
"928",70.5164307030274
"929",70.3287329030753
"930",70.7638680812568
"931",64.9961524280934
"932",75.8114089408161
"933",72.1798203811478
"934",68.3835702045636
"935",68.123408782031
"936",67.1129265669632
"937",75.9500594704206
"938",64.514773935719
"939",71.424886002997
"940",64.3325166074238
"941",71.1832294953078
"942",72.7368700202565
"943",73.9849095681613
"944",69.1250284475345
"945",67.0039017824861
"946",68.6024292384591
"947",69.8245149025412
"948",73.7725137151465
"949",76.0838711935236
"950",71.341988667085
"951",70.3324048926151
"952",69.9362233606211
"953",65.4826278970625
"954",71.3267154589314
"955",73.6955399212741
"956",73.9740608674402
"957",66.9600565888118
"958",66.8769543533684
"959",70.3834821636704
"960",72.7709277863997
"961",69.7364777343405
"962",73.3514046589745
"963",71.5877990928822
"964",72.0279651098635
"965",67.113028965384
"966",74.1089919102679
"967",71.8364041482684
"968",63.5865336565219
"969",65.9518043791065
"970",69.2345189103002
"971",70.5987951937106
"972",67.8359286224841
"973",76.0464717522807
"974",70.4742646551465
"975",71.6009968121023
"976",69.4392452633937
"977",69.42992570256
"978",67.7381384524587
"979",70.7812509372765
"980",73.4904453416259
"981",67.7243858051269
"982",70.9537625315116
"983",68.3918976888416
"984",69.9699490877438
"985",68.9424872661146
"986",69.8078443145243
"987",66.7499527803328
"988",75.0938536053067
"989",68.5325453960598
"990",65.8185790501308
"991",76.3003748270682
"992",70.8258397734175
"993",71.6251646855969
"994",70.0350495939724
"995",66.8014979808819
"996",72.9098315287541
"997",66.5773385865677
"998",68.3336729465563
"999",72.2112665415778
"1000",69.3046197486257
